2;4.1.1x2;Categorica exclusiva;Var0258;Q19_p1_r2;;Sexo _ M _ F
2;4.1.1x3;Numerica;Var0259;q19_p2_r4;;Idade
2;4.1.2x1;Textual-numerica;Var0260;q19_p2_r1;;Parentesco/v’nculo
2;4.1.2x2;Categorica exclusiva;Var0261;q19_p2_r2;;Sexo _ M _ F
2;4.1.2x3;Numerica;Var0262;q19_p3_r4;;Idade
2;4.1.3x1;Textual-numerica;Var0263;q19_p3_r1;;Parentesco/v’nculo
2;4.1.3x2;Categorica exclusiva;Var0264;q19_p3_r2;;Sexo _ M _ F
2;4.1.3x3;Numerica;Var0265;q19_p3_r4;;Idade
2;4.1.4x1;Textual-numerica;Var0266;q19_p4_r1;;Parentesco/v’nculo
2;4.1.4x2;Categorica exclusiva;Var0267;q19_p4_r2;;Sexo _ M _ F
2;4.1.4x3;Numerica;Var0268;q19_p4_r4;;Idade
2;4.1.5x1;Textual-numerica;Var0269;q19_p5_r1;;Parentesco/v’nculo
2;4.1.5x2;Categorica exclusiva;Var0270;q19_p5_r2;;Sexo _ M _ F
2;4.1.5x3;Numerica;Var0271;q19_p5_r4;;Idade
2;4.1.6x1;Textual-numerica;Var0272;q19_p6_r1;;Parentesco/v’nculo
2;4.1.6x2;Categorica exclusiva;Var0273;q19_p6_r2;;Sexo _ M _ F
2;4.1.6x3;Numerica;Var0274;q19_p6_r4;;Idade
2;5.1;Categorica exclusiva;Var0275;q20_p1;;Quanto _ a renda da sua fam’lia hoje (sem contar os benef’cios do governo)? _ Menos de 1/2 sal‡rio-m’nimo (menos de R$400,00) _ De 1/2 a 1 sal‡rio-m’nimo (de R$400,00 a R$800,00) ... _ N‹o sabe
